cell_type,gene,variance,variance_rank
PT,DYNLL2,0.39598827337770404,2119
PT,CCDC124,0.3958780237154073,2120
PT,COMMD7,0.3956891314583219,2121
PT,ORMDL1,0.3955884554179465,2122
PT,MICU2,0.3950261607041381,2123
PT,DDIT3,0.39494910093237,2124
PT,PSMC6,0.3945906775140834,2125
PT,EPN1,0.3942960806808887,2126
PT,NAPRT,0.3942177793909206,2127
PT,MDM4,0.39417811707846434,2128
PT,UROS,0.3940864008945244,2129
PT,EIF4G1,0.3938967572522246,2130
PT,ARF3,0.39363928427598693,2131
PT,TLN1,0.3933839171245868,2132
PT,C11orf1,0.39321555525051155,2133
PT,IGHA1,0.3931694795289269,2134
PT,AMD1,0.393113403180524,2135
PT,IQGAP1,0.39264796837151783,2136
PT,SNHG18,0.3923597072684445,2137
PT,SF3B2,0.3923362607864375,2138
PT,PAK2,0.39215356019540604,2139
PT,LYPLA2,0.39192097016592425,2140
PT,FOSL2,0.39155509736646354,2141
PT,RNF13,0.3914443158213967,2142
PT,COX16,0.3914251844645523,2143
PT,PFDN4,0.391143419926514,2144
PT,CLSTN1,0.3905241386075101,2145
PT,PHLDA1,0.3904414867469916,2146
PT,POLD4,0.39036673705420744,2147
PT,ATP6V1C1,0.3902162302138541,2148
PT,CCND1,0.39019201574115525,2149
PT,EIF4E2,0.3898422305031575,2150
PT,GPR160,0.389680169703495,2151
PT,SLCO4C1,0.3892921772250744,2152
PT,HNRNPR,0.3888956901501508,2153
PT,PRPF4B,0.3883468844306135,2154
PT,CYFIP2,0.3882599687126066,2155
PT,DCBLD2,0.38798313604172835,2156
PT,PIPOX,0.387954364998643,2157
PT,RCN2,0.38788097962304885,2158
PT,HNRNPA0,0.38669642995549725,2159
PT,PFDN1,0.3865299306611626,2160
PT,ENOSF1,0.38619302877378836,2161
PT,RTF1,0.38601839000400506,2162
PT,SLC34A2,0.38536199172167324,2163
PT,PALLD,0.3845749418244761,2164
PT,FBXO7,0.384561556149702,2165
PT,SYNGR2,0.3845357295912548,2166
PT,ZNF207,0.3844659147780957,2167
PT,TOP2A,0.384014851854463,2168
PT,LINC00493,0.3838664784376364,2169
PT,GLDC,0.38330748517108504,2170
PT,NR1H4,0.3833008037390984,2171
PT,TOMM6,0.38264431238479757,2172
PT,NHP2L1,0.3824583618932518,2173
PT,TSKU,0.3823033320253514,2174
PT,SPCS3,0.3820284749082686,2175
PT,MBNL2,0.3817830683966058,2176
PT,SCARB2,0.38145418695555616,2177
PT,CLDN1,0.3812572379590568,2178
PT,CAPN2,0.3812217085621786,2179
PT,RSRC2,0.38076769505039654,2180
PT,MMADHC,0.3807575438388443,2181
PT,CSRP2,0.3807210077273633,2182
PT,PKN2,0.3807085139970078,2183
PT,JOSD2,0.380569777100018,2184
PT,SYNE1,0.38033485352529883,2185
PT,MAPK1IP1L,0.3802640989121153,2186
PT,ATP6V0A1,0.37999360211300137,2187
PT,TIMP3,0.3799887021203223,2188
PT,KIF21A,0.3798806456207302,2189
PT,JUP,0.3797975426386159,2190
PT,PRLR,0.3790820101475965,2191
PT,PAXX,0.3790038622866235,2192
PT,EAF2,0.37882517674946725,2193
PT,SMIM30,0.37861880411911253,2194
PT,RBBP7,0.3783357538212648,2195
PT,SLC25A36,0.3782631539636379,2196
PT,AKR1B1,0.3782464407243813,2197
PT,DSG2,0.37763696721222134,2198
PT,G3BP1,0.3776316093411101,2199
PT,SH3GLB1,0.3774733873665354,2200
PT,CDC37,0.3772057461631189,2201
PT,PUM1,0.3771924854365644,2202
PT,DYNC1LI2,0.3769167662337176,2203
PT,B4GALT5,0.37679964013647355,2204
PT,TSG101,0.3767343839340754,2205
PT,CHD4,0.3761208668411566,2206
PT,DDX18,0.3758516119008279,2207
PT,EAPP,0.3755444413400598,2208
PT,MRPL50,0.3754531644893355,2209
PT,SLC35F5,0.3751807399232708,2210
PT,ABCC3,0.37494386519799716,2211
PT,CLPTM1,0.3749438192995984,2212
PT,PAPLN,0.37483119014040306,2213
PT,CELF1,0.374294433045683,2214
PT,PGPEP1,0.37410607488308445,2215
PT,BPTF,0.3741036987679064,2216
PT,MTX2,0.37381670545646073,2217
PT,ACSM3,0.37356930872204297,2218
PT,DMAC1,0.3730545853032913,2219
PT,DGUOK,0.37281039562482887,2220
PT,NIPSNAP1,0.37213706026471494,2221
PT,HEBP1,0.37206223514709014,2222
PT,UNC50,0.37205743828583704,2223
PT,MCTS1,0.37190013161116003,2224
PT,PTBP1,0.37082368018951406,2225
PT,TMEM50B,0.37070875938843195,2226
PT,PNP,0.37064317696116533,2227
PT,TMEM134,0.3700021739865043,2228
PT,SDSL,0.36964362540043283,2229
PT,TFCP2L1,0.3687110164608905,2230
PT,IER5L,0.3683271144298226,2231
PT,CYP4F3,0.36792225885758517,2232
PT,CDC42SE2,0.3677257434627163,2233
PT,MRPL2,0.36771560135502224,2234
PT,PHC2,0.36768307104790215,2235
PT,NKTR,0.36754607450039367,2236
PT,WAC,0.3675201969329145,2237
PT,NAP1L4,0.3674778252823934,2238
PT,ID1,0.3674071018763522,2239
PT,LYG1,0.3673666162254431,2240
PT,NUDCD2,0.36736297740007995,2241
PT,PTPRD,0.36734046268853016,2242
PT,CAPRIN1,0.3673261725837912,2243
PT,FBXL15,0.3673170210129525,2244
PT,GYPC,0.36731345962234946,2245
PT,RBM25,0.3672729224160812,2246
PT,SYAP1,0.36712667575515173,2247
PT,MTX1,0.36647714205486104,2248
PT,PLXDC2,0.3663802671532031,2249
PT,SDF4,0.36592465219715603,2250
PT,OLA1,0.36562298790156256,2251
PT,NR2F1,0.3654670342083967,2252
PT,COQ9,0.36513192692693297,2253
PT,FKBP4,0.364744979346178,2254
PT,TSEN34,0.36468515481377134,2255
PT,PRCP,0.3644290862217789,2256
PT,CSNK2A1,0.364420644421118,2257
PT,LTBP3,0.36441187576390377,2258
PT,HES4,0.364337210634458,2259
PT,CNKSR3,0.36409752147264873,2260
PT,HOOK1,0.36407900488103767,2261
PT,TFG,0.3637506058543298,2262
PT,MRPL21,0.3635534544715981,2263
PT,DHX9,0.3632918145410428,2264
PT,PFN2,0.3627553273538278,2265
PT,BRD2,0.3626026277632326,2266
PT,DUSP3,0.36255868674092917,2267
PT,STK19,0.36252771216412705,2268
PT,FGD5-AS1,0.362185201014962,2269
PT,USP2,0.3619622120655769,2270
PT,NRIP1,0.3616297719857273,2271
PT,RAD21,0.36112521775328454,2272
PT,SLC36A2,0.36112504956889246,2273
PT,TAF9,0.3608802995044872,2274
PT,ASH1L,0.36068489086976246,2275
PT,CASC4,0.3606070670341868,2276
PT,ARL4C,0.3601943785422027,2277
PT,ZNF638,0.36008552669036487,2278
PT,DNAJA2,0.35993975402044653,2279
PT,OTUD6B-AS1,0.3598395985705132,2280
PT,ADAM9,0.3597045390768131,2281
PT,PTEN,0.35952064677569634,2282
PT,ALG5,0.3591982838960752,2283
PT,UBE2K,0.35859490816688433,2284
PT,METTL5,0.3585744223135547,2285
PT,FAM3C,0.3583298039287976,2286
PT,PUF60,0.3579281845278036,2287
PT,NEDD9,0.35786740143500395,2288
PT,POLD2,0.3577299674176689,2289
PT,MFSD12,0.3576880810386079,2290
PT,C14orf105,0.3576703940912884,2291
PT,VPS13C,0.3573167598826326,2292
PT,AFMID,0.3572805210295362,2293
PT,SPSB3,0.357244352829784,2294
PT,ENTPD5,0.35699981627897265,2295
PT,SULT1C4,0.3569669592192573,2296
PT,HSD17B11,0.356875255265978,2297
PT,AFG3L2,0.3567198411625519,2298
PT,PDHB,0.3563848997468681,2299
PT,DMGDH,0.35613081303551575,2300
PT,MANF,0.3560671038077079,2301
