latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,cell_type,condition
-0.7461119,-1.0007341,0.044709574,0.43273926,0.50612473,1.1743633,0.24191895,-0.27921152,-0.22752522,-1.3328633,0.2238562,-0.075058654,0.9909632,-0.48585328,-1.201974,0.9152827,0.4321899,0.11615892,0.7611656,-2.012359,1.3491935,-0.7086262,-1.5197545,-0.0586041,-0.29384488,-0.11542111,0.029491253,1.3475809,-0.563713,-0.10975661,0.3809793,-2.001409,CNT,CKD
-2.6382668,1.9144926,-2.4704359,-0.19133316,-3.2681093,3.1805115,-2.4673615,2.242597,-2.0501933,-1.8583783,0.12768671,-2.4315739,-2.1992714,1.4432986,-3.610222,3.5373175,-2.1121356,-2.2414868,2.3212295,-2.6024847,2.4312463,-3.2016969,-0.99376476,-2.5709615,3.3488154,2.52375,-0.6210608,1.1566827,-1.7144773,1.2456355,-2.923927,-1.174122,CNT,Ref
0.054982252,-0.47058707,-0.1876016,-0.8157818,1.9641045,1.474279,1.4811878,-2.0396416,-1.363221,-0.8813768,0.27840906,-0.6371641,0.8481237,0.22924271,1.1345192,-0.118351795,1.3770932,-1.243727,-1.2422355,-1.4634211,-1.8330761,-0.2938811,-0.36688572,0.977117,-2.3265214,-0.8991903,0.90552294,-0.6726545,-0.23110816,0.24538136,1.3521411,-1.7631024,CNT,AKI
0.029207624,-1.8796031,1.1293426,0.3058179,1.5393313,1.2680004,1.0957267,-1.1290067,0.23672079,-1.5586832,0.6062068,0.617896,1.8512686,-1.375916,-0.8140908,0.19754475,1.0731581,0.7529965,0.59233344,-2.2503352,1.778564,-0.7496691,-1.916299,0.89291096,-1.0226846,-1.0853704,0.37132838,1.7956984,-0.76834285,-0.5052583,1.2215865,-2.7662108,CNT,CKD
-0.7361719,2.1182814,-1.4224415,-0.6782122,-2.4151287,2.2812712,-1.3079594,2.1820304,-1.0133038,-1.223029,0.9775887,-0.6625561,-1.8803673,1.3731037,-2.5764055,2.1642807,-1.6902612,-1.3859205,1.7225933,-1.3522662,3.6672273,-3.9299605,0.32156658,-0.4508388,3.1036563,0.91291136,-0.6647717,0.62249154,-2.5213716,0.18734944,-2.6559048,-0.9925293,CNT,Ref
-2.7207582,3.292121,-3.3568697,-1.907902,-3.7911987,1.4035267,-3.4370384,2.4730635,-1.9405774,-2.47315,1.2427931,-1.375873,-4.3088884,2.6751742,-2.335674,3.4122913,-2.3082347,-2.0881484,1.6985047,-1.6939018,3.9282727,-3.8960435,-0.697663,-1.8633018,2.2618027,1.725881,-1.7896405,0.2981701,-2.5706835,-0.21454975,-3.8779027,-0.70926106,CNT,Ref
-0.38972646,-0.8211824,-0.011621499,-0.053699203,1.368436,1.2610755,0.7852063,-1.1668807,-0.70855874,-1.0602348,0.33321282,-0.35865277,1.0197933,-0.15864162,0.056635402,0.46145707,1.0540695,-0.4693233,-0.20212469,-1.7212365,-0.23266372,-0.3895505,-1.0631977,0.4639122,-1.41022,-0.64746946,0.46292958,0.2974044,-0.28650546,-0.08696358,1.0250986,-1.9073528,CNT,AKI
-2.4993722,4.633543,-4.289572,-3.2806482,-5.0607576,1.580818,-3.5118701,3.4250317,-2.1307833,-3.2436948,2.5391424,-0.48494148,-5.7247396,3.8601248,-2.0369499,3.8570464,-1.8663138,-1.6318618,1.8868302,-2.0394123,5.7753716,-6.4652143,-0.14252108,-0.3902205,2.738029,1.5307693,-2.414876,-0.33365327,-4.2167454,-0.87957746,-5.3736715,-1.8401576,CNT,Ref
0.002739258,-1.6123432,0.9433107,0.26535553,1.560027,1.228334,1.0479699,-1.1609966,0.005978033,-1.4147643,0.5050764,0.463686,1.6554457,-1.1265471,-0.5673173,0.20393902,0.9928559,0.46908575,0.30464453,-2.0490255,1.3035862,-0.6350558,-1.6939329,0.8411974,-1.0606147,-1.0397328,0.38763005,1.3795375,-0.59638816,-0.37149295,1.2558429,-2.488968,CNT,CKD
0.706095,0.34617615,-0.99150056,-2.5206609,2.666443,2.2383263,2.3953104,-3.629132,-2.6858768,-0.5675968,0.39878225,-1.5477996,0.27922258,1.2689545,2.5500576,-0.90748495,2.4083047,-2.5027068,-2.695853,-1.3498449,-4.4560094,-0.23031875,0.8216353,1.9543221,-4.0105796,-1.1211702,1.6288766,-2.0068831,-0.6217813,0.8098297,1.4686166,-1.8975722,CNT,AKI
